GEOID10,records,geometry
060730054002018,35,"POLYGON ((-117.168636 32.71671, -117.168735 32.71671, -117.168989 32.716707, -117.169167 32.716705, -117.169167 32.716797, -117.169167 32.717073, -117.169167 32.717166, -117.169166 32.717286, -117.169166 32.717644, -117.169166 32.717766, -117.168988 32.717765, -117.168455 32.717765, -117.168278 32.717767, -117.168278 32.717554, -117.168279 32.716921, -117.16828 32.716751, -117.16828 32.716711, -117.168457 32.71671, -117.168636 32.71671))"
060730054002019,39,"POLYGON ((-117.167379 32.716718, -117.167559 32.716715, -117.168099 32.71671, -117.16828 32.716711, -117.16828 32.716751, -117.168279 32.716921, -117.168278 32.717554, -117.168278 32.717767, -117.168099 32.717767, -117.167562 32.717767, -117.167384 32.717768, -117.167383 32.717557, -117.16738 32.716928, -117.167379 32.716718))"
060730054002020,55,"POLYGON ((-117.167372 32.715718, -117.167553 32.715716, -117.168097 32.715716, -117.168279 32.715716, -117.168279 32.715879, -117.168279 32.716368, -117.16828 32.716532, -117.16828 32.716566, -117.16828 32.716675, -117.16828 32.716711, -117.168099 32.71671, -117.167559 32.716715, -117.167379 32.716718, -117.167378 32.716686, -117.167378 32.716593, -117.167378 32.716562, -117.167376 32.716392, -117.167373 32.715885, -117.167372 32.715718))"
060730054002021,40,"POLYGON ((-117.169167 32.716705, -117.168989 32.716707, -117.168735 32.71671, -117.168636 32.71671, -117.168457 32.71671, -117.16828 32.716711, -117.16828 32.716675, -117.16828 32.716566, -117.16828 32.716532, -117.168279 32.716368, -117.168279 32.715879, -117.168279 32.715716, -117.168456 32.715715, -117.168989 32.715715, -117.169167 32.715715, -117.169167 32.71576, -117.169167 32.715895, -117.169167 32.71634, -117.169167 32.716705))"
060730054002022,126,"POLYGON ((-117.169882 32.7146, -117.169835 32.7146, -117.16935 32.714596, -117.169172 32.714597, -117.169172 32.714391, -117.169173 32.713777, -117.169174 32.713574, -117.16926 32.713575, -117.169518 32.71358, -117.169605 32.713583, -117.16961 32.713583, -117.169627 32.713583, -117.169633 32.713585, -117.169684 32.713583, -117.169757 32.713582, -117.169977 32.713579, -117.170051 32.713579, -117.170257 32.71358, -117.170875 32.713585, -117.171082 32.713587, -117.171083 32.713789, -117.171088 32.714399, -117.17109 32.714602, -117.170885 32.714601, -117.17027 32.714598, -117.170066 32.714598, -117.169936 32.714599, -117.169887 32.714599, -117.169882 32.7146))"
060730054002023,8,"POLYGON ((-117.166487 32.712539, -117.166665 32.712538, -117.167202 32.712535, -117.167381 32.712535, -117.167418 32.712798, -117.167529 32.713586, -117.167566 32.713851, -117.16735 32.713794, -117.166703 32.713625, -117.166488 32.713569, -117.166487 32.713363, -117.166487 32.712745, -117.166487 32.712539))"
060730054003000,11,"POLYGON ((-117.166506 32.711472, -117.166682 32.711472, -117.167213 32.711472, -117.16739 32.711474, -117.167388 32.711686, -117.167382 32.712322, -117.167381 32.712535, -117.167202 32.712535, -117.166665 32.712538, -117.166487 32.712539, -117.16649 32.712325, -117.166502 32.711685, -117.166506 32.711472))"
060730054003001,35,"POLYGON ((-117.167381 32.712535, -117.167382 32.712322, -117.167388 32.711686, -117.16739 32.711474, -117.167495 32.711472, -117.167504 32.711472, -117.167632 32.711453, -117.167739 32.711423, -117.1678 32.711396, -117.167855 32.711373, -117.167895 32.71135, -117.167907 32.711358, -117.167965 32.711401, -117.168141 32.711534, -117.168173 32.711561, -117.168241 32.711617, -117.168356 32.711712, -117.168361 32.711717, -117.168517 32.711858, -117.168679 32.712024, -117.168706 32.712051, -117.168781 32.712135, -117.168848 32.71221, -117.168875 32.712241, -117.169036 32.712448, -117.16907 32.712492, -117.169096 32.71253, -117.168934 32.71253, -117.168449 32.712533, -117.168288 32.712534, -117.168106 32.712533, -117.167562 32.712533, -117.167381 32.712535))"
060730054003002,12,"POLYGON ((-117.167895 32.71135, -117.167938 32.711324, -117.167965 32.711302, -117.168044 32.711239, -117.168138 32.711145, -117.168151 32.711126, -117.168205 32.711061, -117.168389 32.711157, -117.168398 32.711163, -117.1686 32.711251, -117.168809 32.711327, -117.168974 32.711373, -117.16904 32.711392, -117.169177 32.711422, -117.169176 32.711643, -117.169176 32.712308, -117.169176 32.71253, -117.169159 32.71253, -117.169112 32.71253, -117.169096 32.71253, -117.16907 32.712492, -117.169036 32.712448, -117.168875 32.712241, -117.168848 32.71221, -117.168781 32.712135, -117.168706 32.712051, -117.168679 32.712024, -117.168517 32.711858, -117.168361 32.711717, -117.168356 32.711712, -117.168241 32.711617, -117.168173 32.711561, -117.168141 32.711534, -117.167965 32.711401, -117.167907 32.711358, -117.167895 32.71135))"
060730054003003,13,"POLYGON ((-117.171057 32.711482, -117.17106 32.711689, -117.171071 32.712314, -117.171075 32.712524, -117.170883 32.712524, -117.17031 32.712524, -117.170119 32.712525, -117.16993 32.712525, -117.169364 32.712529, -117.169176 32.71253, -117.169176 32.712308, -117.169176 32.711643, -117.169177 32.711422, -117.169352 32.711454, -117.1695 32.711472, -117.169549 32.711472, -117.170094 32.711476, -117.17068 32.711478, -117.171057 32.711482))"
060730054003004,37,"POLYGON ((-117.171075 32.712524, -117.171076 32.712736, -117.17108 32.713374, -117.171082 32.713587, -117.170875 32.713585, -117.170257 32.71358, -117.170051 32.713579, -117.170064 32.713368, -117.170105 32.712735, -117.170119 32.712525, -117.17031 32.712524, -117.170883 32.712524, -117.171075 32.712524))"
060730054003005,5,"POLYGON ((-117.170051 32.713579, -117.169977 32.713579, -117.169757 32.713582, -117.169684 32.713583, -117.169633 32.713585, -117.169627 32.713583, -117.16961 32.713583, -117.169605 32.713583, -117.169518 32.71358, -117.16926 32.713575, -117.169174 32.713574, -117.169174 32.713388, -117.169175 32.712832, -117.169176 32.712647, -117.169189 32.712666, -117.169215 32.712707, -117.169298 32.712837, -117.169328 32.712894, -117.169362 32.712959, -117.169324 32.712873, -117.169213 32.712615, -117.169176 32.71253, -117.169364 32.712529, -117.16993 32.712525, -117.170119 32.712525, -117.170105 32.712735, -117.170064 32.713368, -117.170051 32.713579))"
060730054004000,2,"POLYGON ((-117.157389 32.711114, -117.157391 32.711294, -117.157393 32.711509, -117.15721 32.711509, -117.156662 32.711511, -117.15648 32.711513, -117.156477 32.711298, -117.156475 32.711131, -117.157016 32.711121, -117.157389 32.711114))"
060730054004001,55,"POLYGON ((-117.157389 32.711114, -117.157386 32.710648, -117.157385 32.710435, -117.157565 32.710431, -117.158105 32.710423, -117.158286 32.71042, -117.158288 32.71053, -117.158295 32.710864, -117.158297 32.710976, -117.1583 32.71108, -117.158307 32.711396, -117.15831 32.711503, -117.158126 32.711503, -117.157576 32.711506, -117.157393 32.711509, -117.157391 32.711294, -117.157389 32.711114))"
060730054004002,68,"POLYGON ((-117.158297 32.710976, -117.158295 32.710864, -117.158288 32.71053, -117.158286 32.71042, -117.15847 32.710424, -117.159022 32.710436, -117.159206 32.710441, -117.159206 32.710549, -117.159207 32.710873, -117.159206 32.710983, -117.159208 32.711084, -117.159209 32.711396, -117.15921 32.711501, -117.15903 32.711501, -117.158489 32.711502, -117.15831 32.711503, -117.158307 32.711396, -117.1583 32.71108, -117.158297 32.710976))"
060730054004003,128,"POLYGON ((-117.159206 32.710983, -117.159207 32.710873, -117.159206 32.710549, -117.159206 32.710441, -117.159388 32.710437, -117.159936 32.710428, -117.160119 32.710426, -117.160119 32.710638, -117.16012 32.711275, -117.160121 32.711489, -117.159938 32.711491, -117.159392 32.711498, -117.15921 32.711501, -117.159209 32.711396, -117.159208 32.711084, -117.159206 32.710983))"
060730054004004,143,"POLYGON ((-117.160119 32.710426, -117.160302 32.710422, -117.160852 32.710414, -117.161036 32.710413, -117.161036 32.710627, -117.161036 32.71127, -117.161037 32.711485, -117.160853 32.711485, -117.160304 32.711487, -117.160121 32.711489, -117.16012 32.711275, -117.160119 32.710638, -117.160119 32.710426))"
060730054004005,35,"POLYGON ((-117.161036 32.710413, -117.161216 32.710413, -117.161756 32.710414, -117.161937 32.710415, -117.161939 32.710627, -117.161945 32.711266, -117.161948 32.711479, -117.161765 32.71148, -117.161219 32.711483, -117.161037 32.711485, -117.161036 32.71127, -117.161036 32.710627, -117.161036 32.710413))"
060730054004006,61,"POLYGON ((-117.161937 32.710415, -117.162119 32.710414, -117.162667 32.710414, -117.16285 32.710416, -117.162851 32.710627, -117.162856 32.71126, -117.162858 32.711472, -117.162675 32.711472, -117.162129 32.711477, -117.161948 32.711479, -117.161945 32.711266, -117.161939 32.710627, -117.161937 32.710415))"
060730054004007,9,"POLYGON ((-117.16285 32.710416, -117.163031 32.710414, -117.163578 32.710408, -117.16376 32.710407, -117.163761 32.710619, -117.163766 32.711255, -117.163768 32.711468, -117.163586 32.711468, -117.163039 32.711471, -117.162858 32.711472, -117.162856 32.71126, -117.162851 32.710627, -117.16285 32.710416))"
060730054004008,8,"POLYGON ((-117.164674 32.710408, -117.164676 32.710619, -117.164682 32.711252, -117.164685 32.711464, -117.164501 32.711464, -117.163951 32.711467, -117.163768 32.711468, -117.163766 32.711255, -117.163761 32.710619, -117.16376 32.710407, -117.163942 32.710406, -117.164491 32.710406, -117.164674 32.710408))"
060730054004009,11,"POLYGON ((-117.165581 32.71041, -117.165584 32.710622, -117.165594 32.711258, -117.165598 32.711471, -117.165415 32.711469, -117.164867 32.711464, -117.164685 32.711464, -117.164682 32.711252, -117.164676 32.710619, -117.164674 32.710408, -117.164855 32.710408, -117.165399 32.710409, -117.165581 32.71041))"
060730054004010,61,"POLYGON ((-117.161913 32.709373, -117.1621 32.70937, -117.162661 32.709365, -117.162849 32.709364, -117.162849 32.709574, -117.162849 32.710205, -117.16285 32.710416, -117.162667 32.710414, -117.162119 32.710414, -117.161937 32.710415, -117.161932 32.710206, -117.161917 32.709581, -117.161913 32.709373))"
060730054004011,57,"POLYGON ((-117.161022 32.709377, -117.1612 32.709375, -117.161734 32.709373, -117.161913 32.709373, -117.161917 32.709581, -117.161932 32.710206, -117.161937 32.710415, -117.161756 32.710414, -117.161216 32.710413, -117.161036 32.710413, -117.161033 32.710205, -117.161024 32.709584, -117.161022 32.709377))"
060730054004012,55,"POLYGON ((-117.160105 32.709376, -117.160288 32.709376, -117.160838 32.709376, -117.161022 32.709377, -117.161024 32.709584, -117.161033 32.710205, -117.161036 32.710413, -117.160852 32.710414, -117.160302 32.710422, -117.160119 32.710426, -117.160116 32.710216, -117.160107 32.709586, -117.160105 32.709376))"
060730054004013,48,"POLYGON ((-117.159195 32.709382, -117.159376 32.70938, -117.159922 32.709377, -117.160105 32.709376, -117.160107 32.709586, -117.160116 32.710216, -117.160119 32.710426, -117.159936 32.710428, -117.159388 32.710437, -117.159206 32.710441, -117.159203 32.710229, -117.159197 32.709593, -117.159195 32.709382))"
060730054004014,239,"POLYGON ((-117.158304 32.709395, -117.158482 32.709392, -117.159016 32.709384, -117.159195 32.709382, -117.159197 32.709593, -117.159203 32.710229, -117.159206 32.710441, -117.159022 32.710436, -117.15847 32.710424, -117.158286 32.71042, -117.158289 32.710214, -117.1583 32.7096, -117.158304 32.709395))"
060730054004015,93,"POLYGON ((-117.157375 32.709396, -117.15756 32.709395, -117.158118 32.709395, -117.158304 32.709395, -117.1583 32.7096, -117.158289 32.710214, -117.158286 32.71042, -117.158105 32.710423, -117.157565 32.710431, -117.157385 32.710435, -117.157383 32.710227, -117.157377 32.709603, -117.157375 32.709396))"
060730054004016,54,"POLYGON ((-117.156451 32.709394, -117.156635 32.709394, -117.15719 32.709395, -117.157375 32.709396, -117.157377 32.709603, -117.157383 32.710227, -117.157385 32.710435, -117.157201 32.710436, -117.156652 32.710439, -117.156469 32.710441, -117.156465 32.710231, -117.156454 32.709603, -117.156451 32.709394))"
060730054004017,6,"POLYGON ((-117.157385 32.710435, -117.157386 32.710648, -117.157389 32.711114, -117.157016 32.711121, -117.156475 32.711131, -117.156471 32.710655, -117.156469 32.710441, -117.156652 32.710439, -117.157201 32.710436, -117.157385 32.710435))"
060730054004018,225,"POLYGON ((-117.16374 32.709357, -117.16393 32.70949, -117.1645 32.70989, -117.16469 32.710024, -117.16468 32.710075, -117.164678 32.710099, -117.164671 32.710212, -117.164672 32.71033, -117.164674 32.710408, -117.164491 32.710406, -117.163942 32.710406, -117.16376 32.710407, -117.163755 32.710196, -117.163744 32.709567, -117.16374 32.709357))"
060730054004019,294,"POLYGON ((-117.16285 32.710416, -117.162849 32.710205, -117.162849 32.709574, -117.162849 32.709364, -117.163027 32.709362, -117.16346 32.709359, -117.163561 32.709358, -117.16374 32.709357, -117.163744 32.709567, -117.163755 32.710196, -117.16376 32.710407, -117.163578 32.710408, -117.163031 32.710414, -117.16285 32.710416))"
060730054004020,51,"POLYGON ((-117.159194 32.708333, -117.159373 32.708331, -117.159911 32.708326, -117.160091 32.708326, -117.160093 32.708534, -117.160102 32.709166, -117.160105 32.709376, -117.159922 32.709377, -117.159376 32.70938, -117.159195 32.709382, -117.159194 32.709172, -117.159194 32.708542, -117.159194 32.708333))"
060730054004021,23,"POLYGON ((-117.158274 32.708342, -117.158457 32.70834, -117.15901 32.708334, -117.159194 32.708333, -117.159194 32.708542, -117.159194 32.709172, -117.159195 32.709382, -117.159016 32.709384, -117.158482 32.709392, -117.158304 32.709395, -117.158298 32.709184, -117.15828 32.708551, -117.158274 32.708342))"
060730054004022,4,"POLYGON ((-117.157356 32.708347, -117.158272 32.708343, -117.158274 32.708342, -117.15828 32.708551, -117.158298 32.709184, -117.158304 32.709395, -117.158118 32.709395, -117.15756 32.709395, -117.157375 32.709396, -117.157356 32.708347))"
060730054004023,10,"POLYGON ((-117.156448 32.708344, -117.157356 32.708347, -117.157375 32.709396, -117.15719 32.709395, -117.156635 32.709394, -117.156451 32.709394, -117.156448 32.708344))"
060730054004025,1,"POLYGON ((-117.157356 32.707294, -117.158257 32.707292, -117.158267 32.707292, -117.158268 32.707501, -117.158272 32.708132, -117.158274 32.708342, -117.158272 32.708343, -117.157356 32.708347, -117.157356 32.707294))"
060730054004026,44,"POLYGON ((-117.158274 32.708342, -117.158272 32.708132, -117.158268 32.707501, -117.158267 32.707292, -117.158452 32.707289, -117.159007 32.707284, -117.159193 32.707283, -117.159193 32.707492, -117.159193 32.708123, -117.159194 32.708333, -117.15901 32.708334, -117.158457 32.70834, -117.158274 32.708342))"
060730054004027,135,"POLYGON ((-117.159194 32.708333, -117.159193 32.708123, -117.159193 32.707492, -117.159193 32.707283, -117.159396 32.707284, -117.160007 32.707287, -117.160211 32.707289, -117.160157 32.707358, -117.160119 32.707433, -117.160106 32.707473, -117.160095 32.707513, -117.16009 32.707556, -117.16009 32.708112, -117.160091 32.708326, -117.159911 32.708326, -117.159373 32.708331, -117.159194 32.708333))"
060730054004028,200,"POLYGON ((-117.15919 32.706584, -117.159189 32.706364, -117.159608 32.706643, -117.159908 32.706844, -117.160093 32.707085, -117.160131 32.707106, -117.160245 32.707169, -117.160283 32.707192, -117.160268 32.707211, -117.160225 32.707268, -117.160211 32.707289, -117.160007 32.707287, -117.159396 32.707284, -117.159193 32.707283, -117.159192 32.707195, -117.159191 32.70693, -117.159191 32.706844, -117.15919 32.706792, -117.15919 32.706667, -117.15919 32.706636, -117.15919 32.706584))"
060730054004029,121,"POLYGON ((-117.157349 32.706253, -117.157235 32.705784, -117.157205 32.705669, -117.157152 32.705464, -117.157181 32.705436, -117.157271 32.705354, -117.157302 32.705327, -117.157449 32.705413, -117.157885 32.705644, -117.159008 32.706243, -117.159189 32.706364, -117.15919 32.706584, -117.15919 32.706636, -117.15919 32.706667, -117.15919 32.706792, -117.159191 32.706844, -117.159191 32.70693, -117.159192 32.707195, -117.159193 32.707283, -117.159007 32.707284, -117.158452 32.707289, -117.158267 32.707292, -117.158265 32.70718, -117.158262 32.706845, -117.158261 32.706734, -117.158259 32.706643, -117.158256 32.70637, -117.158256 32.70627899999999, -117.157349 32.706253))"
060730054004030,8,"POLYGON ((-117.158256 32.70627899999999, -117.158256 32.70637, -117.158259 32.706643, -117.158261 32.706734, -117.158262 32.706845, -117.158265 32.70718, -117.158267 32.707292, -117.158257 32.707292, -117.157356 32.707294, -117.157352 32.706724, -117.157349 32.706253, -117.158256 32.70627899999999))"
060730054004031,9,"POLYGON ((-117.156448 32.706862, -117.155946 32.706497, -117.156448 32.706406, -117.157349 32.706253, -117.157352 32.706724, -117.157356 32.707294, -117.156448 32.707314, -117.156448 32.706862))"
060730054004032,133,"POLYGON ((-117.160093 32.707085, -117.159908 32.706844, -117.159608 32.706643, -117.159189 32.706364, -117.159008 32.706243, -117.157885 32.705644, -117.157449 32.705413, -117.157302 32.705327, -117.157368 32.705264, -117.15757 32.705081, -117.157638 32.705021, -117.15792 32.705202, -117.158766 32.705748, -117.159049 32.705932, -117.159344 32.706122, -117.159553 32.706258, -117.160254 32.706662, -117.16056 32.706838, -117.160504 32.706909, -117.160339 32.707122, -117.1603 32.707173, -117.160283 32.707192, -117.160245 32.707169, -117.160131 32.707106, -117.160093 32.707085))"
060730054004034,31,"POLYGON ((-117.160988 32.70642, -117.160894 32.706494, -117.160858 32.706524, -117.160747 32.706631, -117.16064 32.706749, -117.160413 32.706666, -117.159913 32.706364, -117.159738 32.706256, -117.159213 32.705933, -117.159127 32.70588, -117.159103 32.705874, -117.159049 32.705932, -117.158766 32.705748, -117.15792 32.705202, -117.157638 32.705021, -117.157661 32.704988, -117.157719 32.704911, -117.157734 32.704897, -117.157764 32.704872, -117.157818 32.70484, -117.157895 32.704811, -117.157958 32.704799, -117.157983 32.704791, -117.158657 32.704579, -117.158882 32.704509, -117.159103 32.704448, -117.159768 32.704268, -117.15999 32.704209, -117.1605 32.704562, -117.16203 32.705624, -117.162541 32.70598, -117.160988 32.70642))"
060730056001001,38,"POLYGON ((-117.159311 32.722627, -117.159304 32.72216, -117.159302 32.721986, -117.159484 32.721986, -117.16003 32.721987, -117.160213 32.721988, -117.160214 32.722113, -117.160217 32.722351, -117.160218 32.72249, -117.160219 32.722617, -117.160039 32.722665, -117.1595 32.722808, -117.159321 32.722858, -117.159313 32.722683, -117.159312 32.722649, -117.159311 32.722627))"
060730056001002,11,"POLYGON ((-117.160217 32.722351, -117.160214 32.722113, -117.160213 32.721988, -117.160398 32.721987, -117.160953 32.721987, -117.161139 32.721987, -117.161139 32.722096, -117.161141 32.722423, -117.161142 32.722533, -117.160957 32.722549, -117.160403 32.722599, -117.160219 32.722617, -117.160218 32.72249, -117.160217 32.722351))"
060730056001009,20,"POLYGON ((-117.163861 32.722645, -117.163864 32.72299, -117.163867 32.723236, -117.163685 32.72314, -117.163139 32.722853, -117.162958 32.722759, -117.162958 32.722718, -117.162958 32.722704, -117.162956 32.7226, -117.162951 32.722127, -117.16295 32.72197, -117.163094 32.721999, -117.163129 32.722002, -117.16324 32.722013, -117.163675 32.722008, -117.163858 32.722007, -117.163859 32.722251, -117.163861 32.722645))"
060730056001010,142,"POLYGON ((-117.160202 32.720935, -117.160387 32.720934, -117.160943 32.720934, -117.161129 32.720934, -117.161131 32.721144, -117.161137 32.721776, -117.161139 32.721987, -117.160953 32.721987, -117.160398 32.721987, -117.160213 32.721988, -117.16021 32.721777, -117.160204 32.721145, -117.160202 32.720935))"
060730056001011,53,"POLYGON ((-117.159301 32.720936, -117.159481 32.720934, -117.160021 32.720934, -117.160202 32.720935, -117.160204 32.721145, -117.16021 32.721777, -117.160213 32.721988, -117.16003 32.721987, -117.159484 32.721986, -117.159302 32.721986, -117.159301 32.721776, -117.159301 32.721145, -117.159301 32.720936))"
060730056001012,55,"POLYGON ((-117.159297 32.719895, -117.159476 32.719895, -117.160014 32.719898, -117.160194 32.719899, -117.160195 32.720106, -117.1602 32.720726, -117.160202 32.720935, -117.160021 32.720934, -117.159481 32.720934, -117.159301 32.720936, -117.1593 32.720726, -117.159297 32.720103, -117.159297 32.719895))"
060730056001013,77,"POLYGON ((-117.160194 32.719899, -117.160378 32.719898, -117.160933 32.719901, -117.161118 32.719903, -117.16112 32.720109, -117.161126 32.720726, -117.161129 32.720934, -117.160943 32.720934, -117.160387 32.720934, -117.160202 32.720935, -117.1602 32.720726, -117.160195 32.720106, -117.160194 32.719899))"
060730056001014,183,"POLYGON ((-117.161118 32.719903, -117.1613 32.719901, -117.161848 32.719898, -117.162031 32.719899, -117.162031 32.720104, -117.162031 32.720723, -117.162032 32.72093, -117.161851 32.72093, -117.161309 32.720931, -117.161129 32.720934, -117.161126 32.720726, -117.16112 32.720109, -117.161118 32.719903))"
060730056001015,25,"POLYGON ((-117.161129 32.720934, -117.161309 32.720931, -117.161851 32.72093, -117.162032 32.72093, -117.162033 32.72114, -117.162036 32.72177, -117.162037 32.72198, -117.161857 32.721981, -117.161318 32.721984, -117.161139 32.721987, -117.161137 32.721776, -117.161131 32.721144, -117.161129 32.720934))"
060730056001016,4,"POLYGON ((-117.162046 32.722574, -117.161865 32.722565, -117.161322 32.722541, -117.161142 32.722533, -117.161141 32.722423, -117.161139 32.722096, -117.161139 32.721987, -117.161318 32.721984, -117.161857 32.721981, -117.162037 32.72198, -117.162038 32.722098, -117.162044 32.722454, -117.162046 32.722574))"
060730056001017,7,"POLYGON ((-117.162958 32.722759, -117.162775 32.722721, -117.16248 32.722662, -117.162228 32.72261, -117.162046 32.722574, -117.162044 32.722454, -117.162038 32.722098, -117.162037 32.72198, -117.162219 32.721977, -117.162767 32.721972, -117.16295 32.72197, -117.162951 32.722127, -117.162956 32.7226, -117.162958 32.722704, -117.162958 32.722718, -117.162958 32.722759))"
060730056001018,22,"POLYGON ((-117.162032 32.72093, -117.162214 32.720928, -117.16276 32.720926, -117.162943 32.720926, -117.162944 32.721134, -117.162948 32.721761, -117.16295 32.72197, -117.162767 32.721972, -117.162219 32.721977, -117.162037 32.72198, -117.162036 32.72177, -117.162033 32.72114, -117.162032 32.72093))"
060730056001019,22,"POLYGON ((-117.163856 32.720922, -117.163856 32.72113, -117.163856 32.721753, -117.163857 32.721962, -117.163857 32.72197, -117.163857 32.721998, -117.163858 32.722007, -117.163675 32.722008, -117.16324 32.722013, -117.163129 32.722002, -117.163094 32.721999, -117.16295 32.72197, -117.162948 32.721761, -117.162944 32.721134, -117.162943 32.720926, -117.163125 32.720923, -117.163673 32.720922, -117.163856 32.720922))"
060730056001020,52,"POLYGON ((-117.162031 32.719899, -117.162212 32.719897, -117.162757 32.719895, -117.162939 32.719895, -117.162939 32.720101, -117.162942 32.720719, -117.162943 32.720926, -117.16276 32.720926, -117.162214 32.720928, -117.162032 32.72093, -117.162031 32.720723, -117.162031 32.720104, -117.162031 32.719899))"
060730056001021,46,"POLYGON ((-117.163852 32.719891, -117.163852 32.720097, -117.163855 32.720715, -117.163856 32.720922, -117.163673 32.720922, -117.163125 32.720923, -117.162943 32.720926, -117.162942 32.720719, -117.162939 32.720101, -117.162939 32.719895, -117.163121 32.719893, -117.163669 32.71989, -117.163852 32.719891))"
060730056001022,23,"POLYGON ((-117.163856 32.720922, -117.163855 32.720715, -117.163852 32.720097, -117.163852 32.719891, -117.16403 32.71989, -117.164567 32.719887, -117.164746 32.719887, -117.164748 32.720093, -117.164757 32.720711, -117.16476 32.720918, -117.164579 32.720917, -117.164036 32.72092, -117.163856 32.720922))"
060730056001023,8,"POLYGON ((-117.163857 32.721962, -117.163856 32.721753, -117.163856 32.72113, -117.163856 32.720922, -117.164036 32.72092, -117.164579 32.720917, -117.16476 32.720918, -117.164761 32.721125, -117.164766 32.721746, -117.164768 32.721954, -117.164605 32.721957, -117.164522 32.72196, -117.164119 32.721987, -117.163958 32.721999, -117.163937 32.722, -117.163878 32.722005, -117.163858 32.722007, -117.163857 32.721998, -117.163857 32.72197, -117.163857 32.721962))"
060730056001024,1,"POLYGON ((-117.163958 32.721999, -117.164119 32.721987, -117.164522 32.72196, -117.164605 32.721957, -117.164768 32.721954, -117.164771 32.722161, -117.164781 32.72279, -117.164785 32.722999, -117.164738 32.723027, -117.164596 32.723111, -117.16455 32.72314, -117.164538 32.723119, -117.164453 32.722898, -117.164276 32.722437, -117.164205 32.72229799999999, -117.164134 32.722186, -117.164113 32.722153, -117.164038 32.722057, -117.163974 32.722008, -117.163958 32.721999))"
060730056001030,3,"POLYGON ((-117.165606 32.720915, -117.165604 32.720708, -117.165599 32.72009, -117.165598 32.719884, -117.165776 32.719883, -117.16631 32.719883, -117.166489 32.719883, -117.166488 32.720087, -117.166487 32.720705, -117.166487 32.720911, -117.16631 32.720911, -117.165782 32.720914, -117.165606 32.720915))"
060730056002050,36,"POLYGON ((-117.159311 32.722627, -117.159312 32.722649, -117.159313 32.722683, -117.159321 32.722858, -117.159136 32.722952, -117.158978 32.723033, -117.158562 32.723193, -117.158369 32.723269, -117.158027 32.723312, -117.157269 32.723409, -117.157003 32.723391, -117.15666 32.723369, -117.156487 32.723346, -117.156201 32.723309, -117.155974 32.723262, -117.155804 32.723227, -117.155682 32.723173, -117.155559 32.723119, -117.155377 32.722924, -117.155286 32.722829, -117.155268 32.72238, -117.155254 32.721997, -117.15527 32.721639, -117.1553 32.721334, -117.155378 32.721047, -117.155497 32.720615, -117.155536 32.720475, -117.155612 32.720211, -117.155639 32.720061, -117.155639 32.720055, -117.155652 32.719911, -117.156137 32.719906, -117.156559 32.719901, -117.15656 32.72011, -117.156565 32.720737, -117.156567 32.720948, -117.156404 32.72095, -117.155918 32.720957, -117.155757 32.72096, -117.155726 32.720965, -117.1557 32.720982, -117.155685 32.721006, -117.155685 32.721131, -117.155686 32.721784, -117.155687 32.722002, -117.155687 32.722199, -117.155687 32.722791, -117.155687 32.722989, -117.155865 32.722986, -117.156399 32.722979, -117.156578 32.722977, -117.156759 32.722975, -117.157303 32.722973, -117.157485 32.722973, -117.15764 32.722971, -117.158106 32.722969, -117.158262 32.72297, -117.158275 32.722968, -117.15832 32.722952, -117.158357 32.722925, -117.158383 32.72289, -117.158394 32.722851, -117.158393 32.72283, -117.15839 32.722195, -117.158389 32.721985, -117.158571 32.721984, -117.159119 32.721984, -117.159302 32.721986, -117.159304 32.72216, -117.159311 32.722627))"
060730056002051,1,"POLYGON ((-117.156578 32.722977, -117.156576 32.72278, -117.156572 32.722191, -117.156571 32.721995, -117.156751 32.721994, -117.157294 32.721992, -117.157475 32.721992, -117.157477 32.722188, -117.157483 32.722776, -117.157485 32.722973, -117.157303 32.722973, -117.156759 32.722975, -117.156578 32.722977))"
060730056002052,4,"POLYGON ((-117.155757 32.72096, -117.155918 32.720957, -117.156404 32.72095, -117.156567 32.720948, -117.156567 32.721156, -117.15657 32.721784, -117.156571 32.721995, -117.156394 32.721995, -117.155863 32.722, -117.155687 32.722002, -117.155686 32.721784, -117.155685 32.721131, -117.155685 32.721006, -117.1557 32.720982, -117.155726 32.720965, -117.155757 32.72096))"
060730056002053,6,"POLYGON ((-117.158389 32.721985, -117.15839 32.722195, -117.158393 32.72283, -117.158394 32.722851, -117.158383 32.72289, -117.158357 32.722925, -117.15832 32.722952, -117.158275 32.722968, -117.158262 32.72297, -117.158106 32.722969, -117.15764 32.722971, -117.157485 32.722973, -117.157483 32.722776, -117.157477 32.722188, -117.157475 32.721992, -117.157657 32.721989, -117.158206 32.721986, -117.158389 32.721985))"
060730056002054,11,"POLYGON ((-117.158378 32.720938, -117.158562 32.720937, -117.159116 32.720936, -117.159301 32.720936, -117.159301 32.721145, -117.159301 32.721776, -117.159302 32.721986, -117.159119 32.721984, -117.158571 32.721984, -117.158389 32.721985, -117.158386 32.721775, -117.15838 32.721147, -117.158378 32.720938))"
060730056002055,8,"POLYGON ((-117.155687 32.722002, -117.155863 32.722, -117.156394 32.721995, -117.156571 32.721995, -117.156572 32.722191, -117.156576 32.72278, -117.156578 32.722977, -117.156399 32.722979, -117.155865 32.722986, -117.155687 32.722989, -117.155687 32.722791, -117.155687 32.722199, -117.155687 32.722002))"
