OBJECTID,APN,APN_8,PARCELID,FRACTINT,LEGLDESC,ASR_LAND,ASR_IMPR,ASR_TOTAL,DOCTYPE,DOCNMBR,DOCDATE,ACREAGE,TAXSTAT,OWNEROCC,TRANUM,ASR_ZONE,UNITQTY,SUBMAP,SUBNAME,BEDROOMS,BATHS,POOL,PAR_VIEW,SITUS_ZIP,X_COORD,Y_COORD,SUB_TYPE,MULTI,Shape_Length,Shape_Area,SITUS_JURI,SITUS_STRE,SITUS_SUFF,SITUS_POST,SITUS_PRE_,SITUS_ADDR,SITUS_FRAC,SITUS_BUIL,SITUS_SUIT,ASR_LANDUS,NUCLEUS_ZO,NUCLEUS_US,SITUS_COMM,YEAR_EFFEC,TOTAL_LVG_,ADDITION_A,GARAGE_CON,GARAGE_STA,CARPORT_ST,USABLE_SQ_,QUAL_CLASS,NUCLEUS_SI,NUCLEUS__1,NUCLEUS__2,OVERLAY_JU,SHAPE_STAr,SHAPE_STLe
218647,5332231331,53322313,136033,1,LOT 2*USS311PER DOC06-88394&UND INT IN\,69260,202017,271277,2,428749,073109,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,311,17,10,171,SAN DIEGO,04,817,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
218652,5332231371,53322313,136033,1,LOT 2*USS513PER DOC06-88394&UND INT IN\,102804,212464,315268,2,254136,052516,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,513,17,10,171,SAN DIEGO,04,911,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
218657,5332231317,53322313,136033,1,LOT 2*USS216PER DOC06-88394&UND INT IN\,80802,177768,258570,1,625768,120715,0,T, ,08242,1,1,015180, ,000,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,216,17,10,171,SAN DIEGO,04,450,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
219412,5332231372,53322313,136033,1,LOT 2*USS514PER DOC06-88394&UND INT IN\,86577,173156,259733,2,003216,010313,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,514,17,10,171,SAN DIEGO,04,631,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
219584,5332231353,53322313,136033,1,LOT 2*USS414PER DOC06-88394&UND INT IN\,117000,228000,345000,1,140129,022806,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,414,17,10,171,SAN DIEGO,04,631,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
220535,5332231349,53322313,136033,3,LOT 2*USS410PER DOC06-88394&UND INT IN\,89676,178301,267977,1,073046,022819,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,410,17,10,171,SAN DIEGO,04,828,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
220536,5332231354,53322313,136033,1,LOT 2*USS415PER DOC06-88394&UND INT IN\,57715,138523,196238,1,337360,061909,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,415,17,10,171,SAN DIEGO,04,609,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
220537,5332231320,53322313,136033,1,LOT 2*USS300PER DOC06-88394&UND INT IN\,69425,173568,242993,1,638822,111910,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,300,17,10,171,SAN DIEGO,04,459,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
220538,5332231324,53322313,136033,1,LOT 2*USS304PER DOC06-88394&UND INT IN\,52827,119442,172269,1,082766,030218,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,304,17,10,171,SAN DIEGO,04,631,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
227767,5332321600,53323216,258434,1,BLK 39*LOTS 6&7*S 4 FT OF LOT 5&ALL OF\,4395668,1428591,5824259,1,106149,031814,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2527,6279040.09336,1844192.66256,1,N,430.8588455794256,11445.89506332921,SD,KETTNER,BLVD, , ,1717, , , ,21,60,210,SAN DIEGO,80,16584,17276, , , ,11321,D075,1717,0, ,SD,11445.9082031,430.85894636
230233,5332330200,53323302,722769,1,BLK 38*LOT 2*,54855,5151,60006,6,113944,032919,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101,6279267.38899,1844509.66093,1,N,292.00697817081596,4924.685988138757,SD,INDIA,ST, , ,0, , , ,31,60,310,SAN DIEGO,00,0,0, , , , , ,0,0, ,SD,4924.69921875,292.007299838
230805,5333131012,53331310,258424,1,LOT 1*US 12PER DOC06-117660&UND INT IN\,167806,163287,331093,1,458900,083115,0,T,Y,08242,1,1,015269, ,001,010, , ,92101-2539,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,12,17,10,171,SAN DIEGO,01,694,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
232485,5333510300,53335103,244449,1,BLK 31*LOT 3*,1766243,588745,2354988,1,333872,062008,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2515,6279327.90184,1843915.52929,1,N,299.5784933698335,4989.636051160477,SD,INDIA,ST, , ,1643, , , ,21,60,210,SAN DIEGO,00,0,0, , , , , ,1643,0, ,SD,4989.64160156,299.578538417
238549,5333510800,53335108,136001,1,BLK 31*LOT 12*,1987030,0,1987030,1,401579,091714,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2502,6279428.59115,1844014.80442,1,N,299.51866846050837,4987.933724121933,SD,COLUMBIA,ST, , ,1668, , , ,21,60,217,SAN DIEGO, ,0,0, , , ,05000, ,1668,0, ,SD,4987.93164063,299.518674157
243928,5332231339,53322313,136033,1,LOT 2*USS400PER DOC06-88394&UND INT IN\,96168,211579,307747,1,062062,021116,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,400,17,10,171,SAN DIEGO,04,459,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
243929,5332231340,53322313,136033,1,LOT 2*USS401PER DOC06-88394&UND INT IN\,68178,151382,219560,1,428333,081911,0,T,Y,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,401,17,10,171,SAN DIEGO,04,585,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
243930,5332231341,53322313,136033,1,LOT 2*USS402PER DOC06-88394&UND INT IN\,104886,201708,306594,1,705860,120413,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,402,17,10,171,SAN DIEGO,04,581,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
243931,5332231342,53322313,136033,1,LOT 2*USS403PER DOC06-88394&UND INT IN\,114114,248984,363098,1,521754,092916,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,403,17,10,171,SAN DIEGO,04,603,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
244690,5332231337,53322313,136033,1,LOT 2*USS317PER DOC06-88394&UND INT IN\,98872,215578,314450,1,697714,112713,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,317,17,10,171,SAN DIEGO,04,599,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
245237,5332231348,53322313,136033,1,LOT 2*USS409PER DOC06-88394&UND INT IN\,160000,260000,420000,1,301171,060409,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,409,17,10,171,SAN DIEGO,04,807,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
248311,5332231302,53322313,136033,1,LOT 2*USS201PER DOC06-88394&UND INT IN\,100196,163763,263959,1,044327,013015,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,201,17,10,171,SAN DIEGO,04,585,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
256455,5332231311,53322313,136033,1,LOT 2*USS210PER DOC06-88394&UND INT IN\,86896,225940,312836,6,002198,062812,0,T,Y,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,210,17,10,171,SAN DIEGO,04,828,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
256695,5332231366,53322313,136033,1,LOT 2*USS508PER DOC06-88394&UND INT IN\,60048,129629,189677,1,849013,112906,0,T, ,08242,1,1,015180, ,000,010, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,508,17,10,171,SAN DIEGO,04,365,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
256697,5332231308,53322313,136033,1,LOT 2*USS207PER DOC06-88394&UND INT IN\,106811,235395,342206,1,447497,073112,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,207,17,10,171,SAN DIEGO,04,805,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
257822,5332231315,53322313,136033,1,LOT 2*USS214PER DOC06-88394&UND INT IN\,114376,278323,392699,1,255878,062218,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,214,17,10,171,SAN DIEGO,04,631,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
259197,5332231333,53322313,136033,1,LOT 2*USS313PER DOC06-88394&UND INT IN\,93056,205322,298378,1,279436,051112,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,313,17,10,171,SAN DIEGO,04,911,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
259281,5332231313,53322313,136033,1,LOT 2*USS212PER DOC06-88394&UND INT IN\,80392,200984,281376,1,579053,102710,0,T,Y,08242,1,1,015180, ,002,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,212,17,10,171,SAN DIEGO,04,811,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
259928,5332231335,53322313,136033,1,LOT 2*USS315PER DOC06-88394&UND INT IN\,57715,135061,192776,2,149659,033015,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,315,17,10,171,SAN DIEGO,04,609,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
265442,5332231378,53322313,136033,1,LOT 2*USCU-1PERD06-92640&10-432311&UND INT IN\,882043,1118780,2000823,1,243819,040706,0,T, ,08242,6,1,015180, , , , , ,92101-2244,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,01,21,60,210,SAN DIEGO,04,3423,0, , , , ,D070,1970,0, ,SD,20083.7705078,601.144204515
266113,5332231347,53322313,136033,1,LOT 2*USS408PER DOC06-88394&UND INT IN\,43911,95425,139336,1,238406,042412,0,T, ,08242,1,1,015180, ,000,010, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,408,17,10,171,SAN DIEGO,04,365,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
266377,5332231368,53322313,136033,1,LOT 2*USS510PER DOC06-88394&UND INT IN\,247160,253840,501000,1,297095,072018,0,T,Y,08242,1,1,015180, ,002,020, ,N,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,510,17,10,171,SAN DIEGO,04,828,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
267898,5333521200,53335212,361531,1,BLK 32*LOT 10*N 30 FT*,999651,24984,1024635,1,371637,052506,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,003,010,N, ,92101-2512,6279701.9214,1843922.9929,1,N,259.0112858600526,2985.176904436388,SD,STATE,ST, , ,1648, , , ,21,60,210,SAN DIEGO,05,1508,0,N, , ,03000,D045,1648,0, ,SD,2985.15527344,259.010883551
271785,5332230713,53322307,193650,1,BLK 43*US 13PER DOCS92-654856&92-807132&UND INT IN LOT 7\,143560,315835,459395,1,489507,091610,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,025, ,Y,92101-2231,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,303,17,10,171,SAN DIEGO,93,950,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
271929,5332230717,53322307,193650,1,BLK 43*US 17PER DOCS92-654856&92-807132&UND INT IN LOT 7\,144353,110400,254753,1,631863,090506,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,020, , ,92101-2238,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,402,17,10,170,SAN DIEGO,93,880,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
277748,5332230808,53322308,136030,1,BLK 43*US 8 PER DOCS05-587983&06-148000&UND INT IN LOT 8 IN\,152981,301675,454656,1,221493,051016,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,001,010, , ,92101-2249,6279292.96848,1844777.3192,1,N,300.6181059854389,5015.421837860582,SD,COLUMBIA,ST, , ,1918, , ,08,17,10,171,SAN DIEGO,06,924,0, ,001,000,00000,D070,1918,0, ,SD,5015.43261719,300.618300839
278280,5332231326,53322313,136033,1,LOT 2*USS306PER DOC06-88394&UND INT IN\,166000,284000,450000,1,675589,120810,0,T, ,08242,1,1,015180, ,002,020, ,Y,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,306,17,10,171,SAN DIEGO,04,1064,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
278406,5332231336,53322313,136033,1,LOT 2*USS316PER DOC06-88394&UND INT IN\,108916,239616,348532,1,171762,041817,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,316,17,10,171,SAN DIEGO,04,561,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
285514,5332231330,53322313,136033,1,LOT 2*USS310PER DOC06-88394&UND INT IN\,166000,244000,410000,1,357676,051906,0,T,Y,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,310,17,10,170,SAN DIEGO,04,828,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
285519,5332231367,53322313,136033,1,LOT 2*USS509PER DOC06-88394&UND INT IN\,86576,219332,305908,1,015100,011309,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,509,17,10,171,SAN DIEGO,04,807,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
285522,5332231314,53322313,136033,1,LOT 2*USS213PER DOC06-88394&UND INT IN\,141000,264000,405000,1,536441,081007,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,213,17,10,171,SAN DIEGO,04,911,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
285525,5332231319,53322313,136033,1,LOT 2*USS218PER DOC06-88394&UND INT IN\,84068,200774,284842,1,613618,082806,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,218,17,10,171,SAN DIEGO,04,459,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
290977,5332440100,53324401,136010,2,BLK 34*LOT 1*,193216,86511,279727,2,076872,022718,0,T, ,08242,6,4,CC1-1874,MIDDLETOWN,000,000, , ,92101-2509,6279571.33291,1844327.89086,1,N,309.07992426522566,5527.664631159386,SD,ELM,ST, ,W,429, , , ,13,60,130,SAN DIEGO,50,2807,0, , , ,04900,D060,429,445, ,SD,5527.67675781,309.08015924
294934,5332230600,53322306,193649,2,BLK 43*LOT 6*,357031,1356631,1713662,2,166781,041317,0,T, ,08242,6,2,CC1-1874,MIDDLETOWN,000,000, , ,92101-2214,6279216.0329,1844697.34321,1,N,300.5081008573211,5013.932940643171,SD,INDIA,ST, , ,1909, , , ,21,60,210,SAN DIEGO,05,5890,0, , , ,05000,C065,1909,0, ,SD,5013.94921875,300.508643024
303674,5332230708,53322307,193650,1,BLK 43*US 8 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,305000,145000,450000,1,240525,040706,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,001,010, ,Y,92101-2231,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,306,17,10,171,SAN DIEGO,93,735,0,N,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
307622,5332231303,53322313,136033,1,LOT 2*USS202PER DOC06-88394&UND INT IN\,280500,114240,394740,1,029457,012819,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,202,17,10,171,SAN DIEGO,04,581,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
308107,5332231312,53322313,136033,1,LOT 2*USS211PER DOC06-88394&UND INT IN\,86781,199025,285806,1,202383,042310,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,211,17,10,171,SAN DIEGO,04,817,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
308230,5332231332,53322313,136033,1,LOT 2*USS312PER DOC06-88394&UND INT IN\,129161,306888,436049,1,431964,092117,0,T, ,08242,1,1,015180, ,002,010, ,Y,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,312,17,10,171,SAN DIEGO,04,811,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
312938,5332441100,53324411,1576330,4,BLK 34*LOTS 3&4&9 THRU 12\,1652721,9975437,11628158,1,337956,051899,0.67,T, ,08242,6,280,CC1-1874,MIDDLETOWN,051,095,N,N,92101-2513,6279679.92203,1844240.73629,1,N,808.0371200943566,30328.470059405714,SD,STATE,ST, , ,1736, , , ,16,60,160,SAN DIEGO,95,86367,42416,N,485,000,29340,D065,1736,0, ,SD,30328.4492188,808.037380939
320992,5333131018,53331310,258424,1,LOT 1*US 18PER DOC06-117660&UND INT IN\,208943,274574,483517,1,535936,111617,0,T, ,08242,1,1,015269, ,002,010, , ,92101-2541,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,18,17,10,171,SAN DIEGO,01,894,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
325414,5332331400,53323314,136007,1,BLK 38*LOT 14*S 33 1/2 FT*,200209,29359,229568,2,403747,092718,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,004,010,N, ,92101-2504,6279396.45839,1844317.85996,1,N,264.30216208541856,3309.1963088871807,SD,COLUMBIA,ST, , ,1760, , , ,11,60,110,SAN DIEGO,94,1118,0,N, , ,03271,D045C,1760,0, ,SD,3309.20410156,264.30193183
333489,5332231360,53322313,136033,1,LOT 2*USS502PER DOC06-88394&UND INT IN\,108088,224818,332906,1,251260,062018,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,502,17,10,171,SAN DIEGO,04,581,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
348661,5332230802,53322308,136030,1,BLK 43*US 2 PER DOCS05-587983&06-148000&UND INT IN LOT 8 IN\,130879,261765,392644,1,234745,051616,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,001,010, , ,92101-2249,6279292.96848,1844777.3192,1,N,300.6181059854389,5015.421837860582,SD,COLUMBIA,ST, , ,1918, , ,02,17,10,171,SAN DIEGO,06,651,0, ,001,000,00000,D070,1918,0, ,SD,5015.43261719,300.618300839
358451,5333130800,53331308,244445,1,BLK 30*LOT 12*,3296752,4011048,7307800,1,651570,103013,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2516,6279150.25988,1844018.89506,1,N,300.18071291314084,5004.519935565518,SD,INDIA,ST, , ,1660, , , ,21,60,210,SAN DIEGO,86,0,9537, , , ,05000,C070,1660,0, ,SD,5004.52148438,300.180627608
362404,5333131007,53331310,258424,2,LOT 1*US 7 PER DOC06-117660&UND INT IN\,292954,224440,517394,2,053308,020918,0,T, ,08242,1,1,015269, ,001,010, , ,92101-2537,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,07,17,10,171,SAN DIEGO,01,798,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
363090,5332330800,53323308,244341,2,BLK 38*LOT 7*,54855,15298,70153,1,123123,032814,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2517,6279307.22643,1844262.40802,1,N,292.58726630753836,4838.301385703754,SD,INDIA,ST, , ,1731, , , ,21,60,210,SAN DIEGO,25,0,3000, , , ,05000,C040,1731,1735, ,SD,4838.29394531,292.586702929
376635,5332231309,53322313,136033,1,LOT 2*USS208PER DOC06-88394&UND INT IN\,46630,103794,150424,1,256866,052110,0,T, ,08242,1,1,015180, ,000,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,208,17,10,171,SAN DIEGO,04,365,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
376850,5332231379,53322313,136033,1,LOT 2*USCU-2PERD06-92640&10-432311&UND INT IN\,220506,267190,487696,1,243819,040706,0,T, ,08242,6,1,015180, , , , , ,92101-2244,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,02,21,60,210,SAN DIEGO,04,1092,0, , , , ,D070,1970,0, ,SD,20083.7705078,601.144204515
379681,5332231376,53322313,136033,1,LOT 2*USS518PER DOC06-88394&UND INT IN\,82417,219781,302198,1,582800,092413,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,518,17,10,171,SAN DIEGO,04,459,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
395270,5332230701,53322307,193650,1,BLK 43*US 1 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,275819,308252,584071,1,076374,022514,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,002,020, , ,92101-2200,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,106,17,10,170,SAN DIEGO,93,1006,0, ,002,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
395271,5332230706,53322307,193650,1,BLK 43*US 6 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,85384,147634,233018,1,073935,020493,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,025, , ,92101-2200,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,103,17,10,170,SAN DIEGO,93,1125,0, ,002,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
396052,5332230714,53322307,193650,1,BLK 43*US 14PER DOCS92-654856&92-807132&UND INT IN LOT 7\,158280,128396,286676,1,548074,082798,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,002,020, , ,92101-2238,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,404,17,10,170,SAN DIEGO,93,932,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
397086,5332331600,53323316,1546036,2,BLK 38*LOT 16*,361035,4764,365799,6,113944,032919,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN, , ,N, ,92101-2506,6279372.55553,1844432.71322,1,N,297.8333693084158,4950.105048801239,SD,COLUMBIA,ST, , ,1812, , , ,31,60,310,SAN DIEGO, ,0,0,N,002, ,04900, ,1812,0, ,SD,4950.0859375,297.833035219
417838,5333130700,53331307,244444,1,BLK 30*LOT 11*,1655858,1549770,3205628,1,643770,101912,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2516,6279153.4959,1843966.98721,1,N,300.41712446700456,5012.321454898718,SD,INDIA,ST, , ,1654, , , ,21,60,210,SAN DIEGO,04,4516,4500, , , ,05000,S,1654,0, ,SD,5012.3125,300.416811223
429294,5332240400,53322404,258445,1,BLK 42*LOT 5*,293256,0,293256,1,329900,052992,0,T, ,08242,7,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2228,6278941.52171,1844645.65695,1,N,299.42461593915954,4989.963316406476,SD,KETTNER,BLVD, , ,1915, , , ,31,70,310,SAN DIEGO,50,1120,0, , , ,05000,D060,1915,0, ,SD,4989.95507813,299.424254023
